Facing,Square Feet,BHK Apartment,Price,Furnish Status,Deposit Status,Bathroom Count,Location,Amenities
null,1050,3 BHK Apartment,43000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1055,3 BHK Apartment,45000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1065,3 BHK Apartment,45000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,770,1 BHK Apartment,14000 ,Unfurnished,"60,000 deposit",2 bathrooms,"Thane West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Gymnasium, Vaastu Compliant, Sports Facility, Landscaped Gardens"
null,1080,3 BHK Apartment,47000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1065,3 BHK Apartment,46000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1065,3 BHK Apartment,46000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1065,3 BHK Apartment,46000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,550,1 BHK Apartment,20000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Thane West, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Cafeteria, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility, Club House, Children's play area, Landscaped Gardens"
null,1400,3 BHK Apartment,48000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1380,3 BHK Apartment,48000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1450,3 BHK Apartment,48000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,1200,2 BHK Apartment,48000 ,Unfurnished,1.5 L deposit,2 bathrooms,"Powai, Mumbai","24 X 7 Security, Full Power Backup, Lift(s), Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1086,3 BHK Apartment,47000 ,Unfurnished,1.5 L deposit,3 bathrooms,"Chembur, Mumbai","Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant"
null,786,2 BHK Apartment,10000 ,Furnished,"40,000 deposit",2 bathrooms,"Dombivali, Mumbai","Jogging Track, ATM, Intercom, Lift(s), Cafeteria, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Landscaped Gardens, Car Parking, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security"
null,690,2 BHK Apartment,42000 ,Furnished,1.5 L deposit,2 bathrooms,"Saki Vihar Complex Road, Mumbai","Gymnasium, Lift(s), Intercom, Swimming Pool, Car Parking, Club House, 24 X 7 Security, Full Power Backup, Children's play area, Sports Facility, Jogging Track, Landscaped Gardens"
null,1287,3 BHK Apartment,50000 ,Semi-Furnished,2 L deposit,3 bathrooms,"Wadala, Mumbai","Indoor Games, School, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Landscaped Gardens"
null,424,1 BHK Apartment,18000 ,Unfurnished,"50,000 deposit",1 bathrooms,"Mulund East Gavanpada, Mumbai","Car Parking, 24 X 7 Security, Full Power Backup, Lift(s), Children's play area, Landscaped Gardens, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Club House"
null,1210,2 BHK Apartment,27000 ,Unfurnished,1.25 L deposit,2 bathrooms,"Sector 15 Kharghar, Mumbai","Shopping Mall, Lift(s), Indoor Games, Full Power Backup, 24 X 7 Security, Staff Quarter, Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Vaastu Compliant, Club House, Car Parking, Swimming Pool, Gymnasium, Sports Facility, Landscaped Gardens, Jogging Track"
null,1400,3 BHK Apartment,47000 ,Semi-Furnished,2 L deposit,3 bathrooms,"Chembur, Mumbai","Gymnasium, Lift(s), Indoor Games, Swimming Pool, Car Parking, Club House, Children's play area, 24 X 7 Security, Full Power Backup, Sports Facility, Jogging Track, Landscaped Gardens"
null,1807,3 BHK Apartment,60000 ,Semi-Furnished,3 L deposit,3 bathrooms,"Malad East, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Sports Facility"
null,670,1 BHK Apartment,25000 ,Semi-Furnished,"50,000 deposit",1 bathrooms,"Malad West, Mumbai","24 X 7 Security, Full Power Backup, Lift(s), Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1000,1 BHK Apartment,15000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Virar, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Hospital, School, Shopping Mall, Vaastu Compliant, 24 X 7 Security, Car Parking, Rain Water Harvesting, Landscaped Gardens, Swimming Pool, Gymnasium, Sports Facility, Club House"
null,1010,2 BHK Apartment,18000 ,Semi-Furnished,"75,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Club House, Lift(s), Jogging Track, Gymnasium, Car Parking, Vaastu Compliant, Children's play area, Full Power Backup, 24 X 7 Security, Swimming Pool, Sports Facility, Landscaped Gardens"
null,560,1 BHK Apartment,38000 ,Unfurnished,1 L deposit,1 bathrooms,"Parel Village, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1200,2 BHK Apartment,65000 ,Semi-Furnished,5 L deposit,2 bathrooms,"Mazgaon, Mumbai","Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s), Landscaped Gardens, Children's play area, Swimming Pool, Sports Facility, Jogging Track, Club House"
null,1751,3 BHK Apartment,225000 ,Furnished,7 L deposit,4 bathrooms,"Worli, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Hospital, Multipurpose Room, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility, Landscaped Gardens"
null,699,1 BHK Apartment,10000 ,Furnished,"60,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Rain Water Harvesting, Maintenance Staff, Car Parking, Children's play area, 24 X 7 Security, Full Power Backup, Lift(s), Swimming Pool, Sports Facility, Jogging Track, Club House, Landscaped Gardens, Gymnasium"
null,650,1 BHK Apartment,10000 ,Unfurnished,"50,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Car Parking, 24 X 7 Security, Full Power Backup, Club House, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1250,2 BHK Apartment,14000 ,Unfurnished,"70,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Car Parking, 24 X 7 Security, Full Power Backup, Club House, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,750,2 BHK Apartment,10000 ,Semi-Furnished,"50,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,350,1 BHK Apartment,18000 ,Semi-Furnished,"75,000 deposit",1 bathrooms,"Goregaon East, Mumbai","Hospital, School, Shopping Mall, Maintenance Staff, Vaastu Compliant, 24 X 7 Security, ATM, Swimming Pool, Full Power Backup, Jogging Track, Children's play area, Landscaped Gardens, Lift(s), Club House, Gymnasium, Sports Facility"
null,1050,2 BHK Apartment,35000 ,Semi-Furnished,1.5 L deposit,2 bathrooms,"Seawoods, Mumbai","Maintenance Staff, Car Parking, 24 X 7 Security, Lift(s), Children's play area, Club House, Full Power Backup, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens, Gymnasium"
null,798,2 BHK Apartment,37000 ,Unfurnished,1.5 L deposit,2 bathrooms,"Kandivali East, Mumbai","Indoor Games, Landscaped Gardens, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Gymnasium, Multipurpose Room, Staff Quarter, Cafeteria, Golf Course, Club House, 24 X 7 Security, Car Parking, Sports Facility, Swimming Pool"
null,630,1 BHK Apartment,12000 ,Semi-Furnished,"60,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Gymnasium, Landscaped Gardens, Swimming Pool, Lift(s), Full Power Backup, Intercom, Maintenance Staff, Jogging Track, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Children's play area, Sports Facility"
null,1050,2 BHK Apartment,16000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Kalyan West, Mumbai","Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Multipurpose Room, Cafeteria, Golf Course, 24 X 7 Security, Car Parking, Gymnasium, Children's play area, Club House, Jogging Track, Sports Facility"
null,1250,2 BHK Apartment,30000 ,Semi-Furnished,2 L deposit,2 bathrooms,"Kalyan West, Mumbai","Car Parking, Club House, Full Power Backup, 24 X 7 Security, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1340,2 BHK Apartment,30000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Children's play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Multipurpose Room, Staff Quarter, 24 X 7 Security, Gymnasium, Vaastu Compliant, Sports Facility, Landscaped Gardens"
null,2460,3 BHK Apartment,45000 ,Semi-Furnished,2 L deposit,3 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Children's play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Multipurpose Room, Staff Quarter, 24 X 7 Security, Gymnasium, Vaastu Compliant, Sports Facility, Landscaped Gardens"
null,690,1 BHK Apartment,25000 ,Unfurnished,"80,000 deposit",1 bathrooms,"Seawoods, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,605,1 BHK Apartment,9000 ,Semi-Furnished,"60,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant, Landscaped Gardens"
null,1250,2 BHK Apartment,14000 ,Unfurnished,"75,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant, Landscaped Gardens"
null,650,1 BHK Apartment,10000 ,Unfurnished,"60,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Car Parking, Club House, Full Power Backup, 24 X 7 Security, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1838,3 BHK Apartment,250000 ,Semi-Furnished,10 L deposit,3 bathrooms,"Lower Parel, Mumbai","Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Vaastu Compliant, Staff Quarter, Rain Water Harvesting, Cafeteria, Intercom, Club House, Children's play area, Full Power Backup, Swimming Pool, Gymnasium, Landscaped Gardens, Sports Facility"
null,2500,4 BHK Apartment,30000 ,Unfurnished,2 L deposit,2 bathrooms,"Kalyan West, Mumbai","ATM, Lift(s), Jogging Track, Full Power Backup, 24 X 7 Security, Hospital, Rain Water Harvesting, School, Shopping Mall, Staff Quarter, Vaastu Compliant, Club House, Car Parking, Swimming Pool, Gymnasium, Landscaped Gardens, Children's play area, Sports Facility"
null,1250,2 BHK Apartment,12500 ,Unfurnished,"75,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Car Parking, 24 X 7 Security, Full Power Backup, Club House, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1250,2 BHK Apartment,14000 ,Unfurnished,"75,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant, Landscaped Gardens"
null,1340,2 BHK Apartment,36000 ,Unfurnished,2 L deposit,2 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Children's play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Multipurpose Room, Staff Quarter, 24 X 7 Security, Gymnasium, Vaastu Compliant, Sports Facility, Landscaped Gardens"
null,1340,2 BHK Apartment,36000 ,Semi-Furnished,2 L deposit,2 bathrooms,"Kalyan West, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Children's play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Multipurpose Room, Staff Quarter, 24 X 7 Security, Gymnasium, Vaastu Compliant, Sports Facility, Landscaped Gardens"
null,1250,2 BHK Apartment,14000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Kalyan West, Mumbai","Gymnasium, Car Parking, Children's play area, Full Power Backup, Lift(s), 24 X 7 Security, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, Club House"
null,1250,2 BHK Apartment,12000 ,Unfurnished,1 L deposit,1 bathrooms,"Kalyan West, Mumbai","Shopping Mall, Lift(s), Multipurpose Room, 24 X 7 Security, Car Parking, Vaastu Compliant, Children's play area, Full Power Backup, Club House, Sports Facility, Jogging Track, Gymnasium, Landscaped Gardens, Swimming Pool"
null,750,1 BHK Apartment,8000 ,Semi-Furnished,"60,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Gymnasium, Car Parking, Children's play area, Full Power Backup, Lift(s), 24 X 7 Security, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, Club House"
null,1050,2 BHK Apartment,24000 ,Furnished,1 L deposit,2 bathrooms,"Kalyan West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1450,3 BHK Apartment,65000 ,Semi-Furnished,2.5 L deposit,3 bathrooms,"Kanjurmarg, Mumbai","Sports Facility, Landscaped Gardens, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Children's play area, Intercom, Club House, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security"
null,390,1 BHK Apartment,24000 ,Semi-Furnished,1 L deposit,1 bathrooms,"Kamgar Nagar Road, Mumbai","24 X 7 Security, Lift(s), Full Power Backup, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1075,2 BHK Apartment,28000 ,Unfurnished,1 L deposit,2 bathrooms,"Koper Khairane, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Rain Water Harvesting, Jogging Track, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Children's play area, Sports Facility, Landscaped Gardens"
null,600,1 BHK Apartment,35000 ,Semi-Furnished,1.5 L deposit,1 bathrooms,"Shell Colony Sahakar Nagar, Mumbai","Gymnasium, Landscaped Gardens, Lift(s), Full Power Backup, Intercom, Maintenance Staff, Jogging Track, 24 X 7 Security, Car Parking, Club House, Children's play area, Sports Facility, Swimming Pool"
null,1305,2 BHK Apartment,28000 ,Unfurnished,1.4 L deposit,2 bathrooms,"Kharghar, Mumbai","Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Intercom, Vaastu Compliant, Gymnasium, Staff Quarter, Rain Water Harvesting, Cafeteria, Golf Course, Swimming Pool, Club House, Children's play area, Full Power Backup, Landscaped Gardens, Sports Facility"
null,1025,2 BHK Apartment,32000 ,Unfurnished,1.6 L deposit,2 bathrooms,"Kharghar, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Landscaped Gardens"
null,1450,3 BHK Apartment,30000 ,Semi-Furnished,1.5 L deposit,3 bathrooms,"Kharghar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens, Sports Facility"
null,1820,3 BHK Apartment,50000 ,Semi-Furnished,"25,000 deposit",3 bathrooms,"Kharghar, Mumbai","Swimming Pool, ATM, Sports Facility, Lift(s), Full Power Backup, Children's play area, Maintenance Staff, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Landscaped Gardens, Jogging Track"
null,2355,4 BHK Apartment,65000 ,Semi-Furnished,3.25 L deposit,4 bathrooms,"Kharghar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens, Sports Facility"
null,1000,2 BHK Apartment,25000 ,Unfurnished,1.25 L deposit,2 bathrooms,"Kharghar, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Children's play area, Club House, Landscaped Gardens, Sports Facility"
null,1950,3 BHK Apartment,37000 ,Unfurnished,1.85 L deposit,3 bathrooms,"Kharghar, Mumbai","Sports Facility, School, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Children's play area, Club House, Shopping Mall, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens"
null,1260,2 BHK Apartment,28000 ,Unfurnished,1.4 L deposit,2 bathrooms,"Kharghar, Mumbai","Swimming Pool, Lift(s), 24 X 7 Security, Staff Quarter, Indoor Games, Full Power Backup, Vaastu Compliant, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Club House, Children's play area, Car Parking, Gymnasium, Landscaped Gardens, Sports Facility"
null,1100,2 BHK Apartment,26000 ,Unfurnished,1.3 L deposit,2 bathrooms,"Kharghar, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Sports Facility, Children's play area, Landscaped Gardens"
null,2030,3 BHK Apartment,65000 ,Semi-Furnished,3.25 L deposit,3 bathrooms,"Kharghar, Mumbai","Indoor Games, Shopping Mall, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Landscaped Gardens, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking"
null,1250,3 BHK Apartment,55000 ,Unfurnished,2.75 L deposit,3 bathrooms,"Kharghar, Mumbai","Landscaped Gardens, Lift(s), 24 X 7 Security, Rain Water Harvesting, Full Power Backup, Cafeteria, Maintenance Staff, Jogging Track, Indoor Games, Children's play area, Car Parking, Gymnasium, Club House, Vaastu Compliant, Swimming Pool, Sports Facility"
null,3500,4 BHK Apartment,55000 ,Unfurnished,2.75 L deposit,4 bathrooms,"Kharghar, Mumbai","Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Intercom, Vaastu Compliant, Gymnasium, Staff Quarter, Rain Water Harvesting, Cafeteria, Golf Course, Swimming Pool, Club House, Children's play area, Full Power Backup, Landscaped Gardens, Sports Facility"
null,1017,2 BHK Apartment,29500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,1017,2 BHK Apartment,29500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,1017,2 BHK Apartment,28500 ,Semi-Furnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,1017,2 BHK Apartment,28000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,25000 ,Semi-Furnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,25000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
